1Mc	12:18	10. Hyrcanus the elder, son of Jannaeus, was restored to the Pontificate by Pompey, and tossed by various vicissitudes held it for 22 years.
1Mc	12:19	11. Alexander, son of Aristobulus, having escaped from Rome, attempted to seize Judaea; but after three years was captured by Gabinius and beheaded by Pompey; his father Aristobulus himself also, fleeing from Rome with his other son Antigonus, seized Judaea and the Pontificate with the help of the Parthians for three and a half years. But Julius Caesar adjudged the Pontificate to Hyrcanus, as Pompey had already done before, and entrusted to Antipater the guardianship of Idumaea, Judaea, and Hyrcanus, as it were as procurator; then Mark Antony made Herod and Phasael, sons of Antipater, tetrarchs. Finally Antigonus, the last of the Maccabees, at Herod's request was beheaded after some years. With Antigonus the entire stock of the Asmoneans came to an end, as did their kingdom and Pontificate, since they had held both for 126 years according to Josephus, or rather for 130 years according to Salianus and others. For so many years elapsed from the ninth year of Antiochus Epiphanes to the first year of Herod, in which he himself, having slain Antigonus, occupied the kingdom with full right, and in him the scepter departed from Judah, and therefore Christ came according to the oracle of Jacob, Genesis 49:10. All these things are clear from Josephus, Eusebius, Salianus, Torniellus, Pererius, and others.
1Mc	12:20	A series of Pontiffs from Alexander the Great to Christ. 1. Jaddus. He went out to meet Alexander the Great and reconciled him, who was hostile to the Jews, as Josephus attests in books 11 and 13 near the end. He served, according to Eusebius, for 17 years. The younger brother of Jaddus was Manasses, who went to the temple built by his father-in-law Sanballat on Mount Gerizim, similar to that of Jerusalem, and became its Pontiff; concerning him there was perpetual strife and contention between the Jews and the Samaritans all the way to Christ, as is clear from John 4. See Josephus, book 11, chapter 7.
1Mc	12:21	2. Onias the first, son of Jaddus, to whom some assign 23 years.
1Mc	12:22	3. Simon, son of Onias, surnamed the Just, whose praises are described in Ecclesiasticus chapter 50, v. 1.
1Mc	12:23	4. Eleazar, brother of Simon, who sent 72 interpreters to Ptolemy Philadelphus to translate the Old Testament from Hebrew into Greek.
1Mc	12:24	5. Manasses, son of the first Onias, brother of Simon, and uncle of Eleazar.
1Mc	12:25	6. Onias the second, son of Simon the Just, surnamed the Miser.
1Mc	12:26	7. Simon the second, son of Onias the second.
1Mc	12:27	8. Onias the third, surnamed the Holy, son of Simon the second, who by his prayers on behalf of the scourged Heliodorus...
1Mc	1:1	"And it came to pass, after Alexander (the Great), son of Philip the Macedonian, who previously (Greek: πρότερον, that is, 'before') reigned in Greece" — namely, over all of it, as Serarius says — "had gone forth from the land of Cethim," that is, from the overseas regions of Judaea (for the Jews call these Cethim), such as Macedonia, Greece, Cyprus, etc. Just as today the Italians call those who dwell beyond the Alps 'ultramontanes.' Again, some take Cethim to mean properly Macedonia (which is today called Albania), both because Philip and the Persians are called kings of the Cethaeans, that is, of the Macedonians, in 1 Macc. 8:5; and because Suidas, under the words Latini and Κιτιεῖς, asserts that Macedonia is properly so called from Cethim, namely Κίτιοι, and in the Attic form Μακεδόν. So also St. Jerome, in Book 5 on Isaiah ch. 23, and on ch. 27 of Ezekiel, and on Daniel ch. 11, takes Cethim to mean the islands of Macedonia; and St. Epiphanius, Heresy 30, says Alexander is called one who went forth from Cethim, that is from Macedonia, because there was in it the stock of the Cyprians and Rhodians, to whom this name properly belongs: Cethim.
1Mc	1:32	He struck the city suddenly, and smote it with a great plague, and destroyed many people from Israel.
1Mc	1:33	And he took the spoils of the city, and set fire to it, and pulled down its houses and its walls round about.
1Mc	1:34	And they led away captive the women and the children, and the cattle they possessed.
1Mc	1:35	And they built the city of David with a great and strong wall, and with strong towers, and it became their citadel.
1Mc	1:36	And they placed there a sinful nation, wicked men, and they fortified themselves therein, and they stored up arms and provisions, and gathered together the spoils of Jerusalem.
1Mc	1:37	And they laid them up there, and became a great snare.
1Mc	1:38	And this served as an ambush against the sanctuary, and as an evil adversary to Israel at all times.
1Mc	1:39	And they shed innocent blood round about the sanctuary, and defiled the sanctuary.
1Mc	1:40	And the inhabitants of Jerusalem fled because of them, and the city became a dwelling of strangers, and became a stranger to its own offspring, and her children forsook her.
1Mc	1:41	Her sanctuary was desolate like a wilderness, her feast days were turned into mourning, her sabbaths into reproach, her honours into nothing.
1Mc	1:42	According to her glory, so was her dishonour multiplied, and her excellency was turned into mourning.
1Mc	1:43	And king Antiochus wrote to all his kingdom, that all the people should be one, and that every one should leave his own law.
1Mc	1:44	And all the Gentiles consented according to the word of king Antiochus.
1Mc	1:45	And many of Israel consented to his service, and they sacrificed to idols, and profaned the sabbath.
1Mc	1:46	And the king sent letters by the hands of messengers to Jerusalem and to all the cities of Judah, that they should follow the laws of the Gentiles of the land;
1Mc	1:47	and that they should forbid holocausts, and sacrifices, and atonements to be made in the temple of God;
1Mc	1:48	and that they should forbid the keeping of the sabbath and the solemn days;
1Mc	1:49	and he commanded the holy things to be profaned, and the holy people of Israel.
1Mc	1:50	And he commanded altars to be built, and temples, and idols, and swine's flesh to be sacrificed, and unclean beasts;
1Mc	1:51	and that they should leave their children uncircumcised, and defile their souls with all uncleannesses and abominations, so that they should forget the law and change all the ordinances of God.
1Mc	1:52	And whosoever would not do according to the word of king Antiochus, should die.
1Mc	1:53	According to all these words he wrote to his whole kingdom, and appointed overseers over the people who should compel these things to be done.
1Mc	1:54	And they commanded the cities of Judah to sacrifice.
1Mc	1:55	And many of the people gathered together to them who had forsaken the law of the Lord, and they committed evils in the land;
1Mc	1:56	and they drove the people of Israel into hiding places, and into the secret places of fugitives.
1Mc	1:57	On the fifteenth day of the month Casleu, in the year one hundred and forty-five, king Antiochus built the abominable idol of desolation upon the altar of God, and throughout all the cities of Judah round about they built altars;
1Mc	1:58	and before the doors of the houses and in the streets they burned incense, and sacrificed.
1Mc	1:59	And the books of the law of God they burned with fire, rending them.
1Mc	1:60	And whosoever was found with the books of the testament of the Lord, and whosoever observed the law of the Lord, according to the edict of the king, they put him to death.
1Mc	1:61	In their power they did these things to the people of Israel who were found in every city month by month.
1Mc	1:62	And on the twenty-fifth day of the month they sacrificed upon the altar which was over against the altar of God.
1Mc	1:63	And the women that circumcised their children were slain according to the commandment of king Antiochus.
1Mc	1:64	And they hanged the children about their necks throughout all their houses, and those who had circumcised them they put to death.
1Mc	1:65	And many of the people of Israel determined with themselves that they would not eat unclean things, and chose rather to die than to be defiled with unclean meats.
1Mc	1:66	And they would not break the holy law of God, and were put to death.
1Mc	1:67	And there was very great wrath upon the people.
1Mc	7:1	"Cyprus is there, and from thence any other islands. Moreover the Hebrews call all transmarine regions 'islands,' such as Italy, Greece, Macedonia. This is supported by Livy in Book 5 of Decade 2, who names Citium in Macedonia, to which the whole army had assembled. The affinity of the Macedonian name with Cethim also supports this. Wherefore Dionysius on the situation of the earth and Hesychius in his Lexicon call Macedonia 'Macela' and the Macedonians 'Macetas.' Hence Ausonius in his famous Epigrams 2: 'and to raise the Macedonian name.' Indeed Thucydides Book 2, ch. 2, says that Cyprians migrated into Macedonia, so that they were able to give their name Cethim to it. So also Theod. Annius, Pintus, and Fererius on Isaiah 2 take Cethim to mean Macedonia."
1Mc	10:1	Some believed, he says, that the provinces were distributed by the testament of Alexander; and he asserts that this was handed down by various authors, although he himself holds the contrary opinion. Moreover, to our Author, to whom the Greek and Latin Fathers, indeed the whole Church, attribute sacred authority as a hagiographic writer, greater credence must be given.
1Mc	6:1	nus in Syriaco, Justinus et alii. Quare tunc frendens Antiochus castra movit in vicinos Judaeos, inque eos suam indignationem et furorem effudit.
1Mc	6:2	Et locutus est in superbia magna,] jactans se, quasi esset Deus quidam terrestris, cui omnes obedire deberent, et cui nemo resistere posset, uti faciet ejus antitypus Antichristus. Vide dicta Daniel. 11. 36.
1Mc	6:27	Et speciositas mulierum immutata est,] tum quia ipsae depositis vestibus speciosis in communi luctu lugubres, id est nigras et squalidas induerunt; tum quia timor, moeror et angor faciebat eas pallidas et luridas. Sic in Chaldaeorum clade ait Jerem. Thren. 1. de virginibus: Egressus est a filia Sion omnis decor ejus; de adolescentibus c. 4. versu 2: Filii Sion inclyti, et amicti auro primo, quomodo reputati sunt in vasa testea; et v. 7. de Nazaraeis: Candidiores Nazaraei nive, nitidiores lacte, rubicundiores ebore antiquo, sapphiro pulchriores; denigrata est super carbones facies eorum, et non sunt cogniti in plateis.
1Mc	6:29	Et commota est terra,] Judaea perculsa et concussa fuit ingenti terrore, moerore et angore, super habitantes in ea,] scilicet propter incolas Judaeos ab Antiocho occisos, captos et venditos.
1Mc	6:30	Et post duos annos dierum, id est, post duos integros annos omnibus suis diebus plane expletos, ita ut insuper aliquot dies excurrerent, Ant. Epiphanes misit principem tributorum,] quem ipse colligendis tributis praefecerat, nomine Apollonium ad Judaeos non tantum spoliandos, sed et jugulandos, ut dicitur 2. Machab 5. 26.
1Mc	6:33	Succendit eam (Jerosolymam jam a se spoliatam) igni, et detraxit domos et muros ejus in circuitu,] ne Antiocho rebellare posset.
1Mc	6:35	Et aedificaverunt civitatem David,] scilicet arcem Sion, quae toti urbi subjacenti quasi rupes, vel turris dominabatur, muro magno (alto) et firmo.
1Mc	6:36	Et posuerunt illic gentem peccatricem,] scilicet milites rapaces, homicidas et sceleratos, qui Judaeos diriperent, vincirent, mactarent.
1Mc	6:38	Et factum est hoc ad insidias sanctificationi,] id est sanctuario, sive templo, ut scilicet insidiarentur Judaeis euntibus ad templum sacrificii, vel orationis causa, ac erumpentes ex arce in eos irruerent, eosque spoliarent, caperent, vulnerarent. Volebat enim Antiochus abolere Dei cultum, ac Judaeos compellere ad adorandum sua idola, ideoque imaginem Jovis Olympii collocarat in templo.
1Mc	11:33	Lapide notes on Daniel 11:33-35: 'And they that are learned among the people shall teach many; yet they shall fall by the sword, and by flame, and by captivity, and by spoil, for many days.' This refers to the learned who fell under Antiochus, that they might be tried and purified and made white even to the time appointed. God in His great wrath permitted His people to be so grievously afflicted by Antiochus on account of their sins. # GEM
1Mc	11:1	"In those days Mattathias went out" — or by crasis Matthias, as Josephus and Theodoret call him: which name in Hebrew signifies "gift of God," and is therefore the same as in Greek Theodosius, Theodorus, or inversely Dorotheus, and in Latin Adeodatus; for this man was given by God as a great gift, as a leader of Israel to resist Antiochus. One asks: Who and what manner of man was Mattathias? Answer: he was a priest of the first class from the tribe of Levi, namely from the stock of Joarib, which is placed first among the priestly families, 1 Paral. 24:7. Moreover, this Mattathias, chosen and impelled by God and approved by the people, was made Pontiff and leader and avenger of the people against the common enemy Antiochus; for after the return from captivity by order of Cyrus, Darius, and Artaxerxes, the same persons were Pontiffs and leaders of the people, as Josephus attests in book 11.
1Mc	11:2	[On verse 64: "You therefore, sons, be strengthened and act manfully in the law; for in it you shall be glorious."] And behold Simon your brother — I know he is a man of counsel; hear him always, and he shall be a father to you.
1Mc	11:3	And Judas Maccabaeus, strong in might from his youth, let him be your prince of war, and he shall wage the battle of the people.
1Mc	11:4	And you shall bring to yourselves all the doers of the law, and avenge the vengeance of your people.
1Mc	11:5	Render retribution to the Gentiles and attend to the precept of the law.
1Mc	11:6	And he blessed them and was gathered to his fathers.
1Mc	11:7	And he died in the year one hundred and forty-six; and he was buried by his sons in the sepulchres of his fathers in Modin, and all Israel mourned him with a great mourning.
1Mc	2:28	And he fled, he and his sons] from Jerusalem, where he had been living as a priest, and had slain the Jew sacrificing to idols at the altar; into the mountains among wild beasts living their life, and feeding on wild food, lest they should be partakers of defilement, as is said in the book [that follows].
1Mc	7:2	Third, because the Essenes devoted themselves solely to God through prayer, reading, and contemplation. Hence: "Among them," says Philo in his book on the Essenes, "no one makes swords, spears, helmets, breastplates, shields, nor war-machines, nor anything else useful for war." But the Assideans abounded in these things, being devoted not to the choir, as the Essenes were, but to war. See what I said about the Essenes at Acts 2. I say therefore that the Assideans were soldiers of a holy war, who gave their name to a sacred militia for the sake of the Law and the Synagogue; such as were afterwards the soldiers of the Temple, and as now are the military Orders of the Knights of Malta, of St. John, of St. Stephen, of the Teutons, and similar orders, who fight nobly for the Church of God against Turks, Saracens, and heretics. For when Antiochus was striving to overthrow the Law of God, the Temple, and the Synagogue, God stirred up the Assideans, who devoted themselves to the sacred militia and fought for the protection of the Temple and the Law, offering themselves readily to all the dangers of war. That this is so is clear first from the word "synagogue," that is, assembly, collection, congregation of soldiers for defending the Synagogue. Second, from the word "strong in strength." Third, from the phrase "voluntary in the law," that is, one who voluntarily out of zeal would defend and champion the Law. Therefore the Assideans joined themselves to Judas Maccabaeus as to the leader of the holy war, and were his chief soldiers, through whom he obtained so many and so great victories. This is clear from 2 Macc. 14:6: "Those who are called Assideans among the Jews, over whom Judas Maccabaeus presides, nourish wars and stir up seditions, and do not suffer the kingdom to be at peace." These are the words of enemies, who accused the Assideans as seditious persons before King Demetrius.
1Mc	7:12	The assembly of scribes treats of making common peace with Bacchides and Alcimus openly. Hence it is clear that they were men honored and of the first rank in Israel.
1Mc	7:13	And they smote sinners, that is apostates, who had defected from Judaism to Antiochus and paganism. For this was the supreme sin and the greatest iniquity, by which all religion, faith and virtue was betrayed and destroyed.
1Mc	7:15	With force: supply: they circumcised uncircumcised boys, as many as they found in the borders of Israel. That is, they circumcised boys by force, even against the will of their parents, because the parents were Israelites and thus were obliged to circumcise their sons, and therefore could be compelled to do so by Mattathias as their leader and pontiff, just as the Church now compels the faithful to bring their sons for Baptism. But if there were among them sons of unbelievers, these also they circumcised as now their own and taken by right of war and separated from their parents. And although Lyra says this was done only in the sons of Jews, yet Scripture speaks absolutely; and although Domingo de Soto in Book II on Baptism says: If Mattathias did this with the sons of the Gentiles, he did it indeed according to zeal but not according to knowledge; yet this seems not rightly said of so distinguished and most holy a man: better therefore it is asserted that they, since they were already reduced to servitude by right of war and separated from their parents, could rightly be circumcised, just as we also now rightly baptize sons of Saracens captured in war, says Suarez, 3rd part, vol. 5, q. 67, art. 10, disp. 25, sect. 4.
1Mc	7:41	They obtained the law from the hand of the nations, that is, God's law and worship taken away by Antiochus and the nations they restored to Israel by arms, and caused the law and worship of God to obtain its former dignity and veneration.
1Mc	7:49	Chastisement, etc. and the wrath of indignation, namely of God, with which God, angered and indignant at our sins, chastises us so harshly through Antiochus, loosening for him the reins of raging and being fierce against us. Thus Attila king of the Huns, laying waste Gaul and Italy, when asked by St. Lupus bishop of Troyes who he was and what he wanted, answered that he was the scourge of God for chastising the crimes of the faithful: thus Tamerlane was a scourge of God, and now the Ottomans are. Thus Nebuchadnezzar.
1Mc	2:52	Joseph in the time of his distress (which he suffered in prison) kept the commandment of the fifth of the Decalogue: 'Thou shalt not commit adultery,' because he refused to lie with his master's wife when she solicited him; and therefore he was made Lord of Egypt. Excellently St. Cyprian in his tract on mortality says: 'Adversities are not scandals for you, but battles; nor should they weaken or break the faith of a Christian, but rather show forth virtue in the struggle, since every injury of present evils is to be despised in confidence of future goods. Unless the fight has gone before, there can be no victory; when victory has been won in the encounter of battle, then the crown is given to the victors. The pilot is recognized in the storm, the soldier is proved in the line of battle.' And further: 'Adversities do not call us away from the truth of virtue and faith, but strengthen us in suffering. How great a sublimity it is to stand erect amid the ruins of the human race!' etc. # GEM
1Mc	2:54	Phinehas our father (here it is clear that Mattathias and the Maccabees were descended from the tribe of Levi and from Phinehas the High Priest, and therefore when the others fell away, the High Priesthood belonged to them by right of succession), by being zealous with the zeal of God, by killing the prince who was sacrificing to Baal-peor, received the covenant, that is, God's promise and pact of an eternal priesthood, namely that the High Priesthood would endure in his posterity until the end of the Synagogue and of Judaism, that is until Christ. See the notes on Numbers 25.
1Mc	2:55	Joshua (the successor of Moses), when he fulfilled the word, that is the commandment by which God through Moses ordered him to survey Canaan (Num. 14), to fight against Amalek (Exod. 17), and after Moses to take care of the people (Josh. 1), was made a leader in Israel, succeeding Moses in the leadership of the people.
1Mc	2:56	Caleb, when he testified in the assembly against his fellow spies who said that Canaan was unconquerable on account of its giant inhabitants and fortified cities, saying that with God's help it could be conquered and would in fact be conquered by the Hebrews as God had promised, received an inheritance, a particular one in Hebron (Num. and Josh. 14:12). See the praises of Joshua and Caleb in Ecclus. 46.
1Mc	2:57	David in his mercy, that is through the merit of his mercifulness, by which he was dutiful and merciful both toward others and toward Saul who was persecuting him, refusing to harm him when he had him in his power, obtained the throne of the kingdom for ever, so that he would hold royal power and transmit it to his posterity, to endure for them as long as the kingdom of Israel and Judah endured, namely until the Babylonian captivity. For 'eternal' here does not signify absolute perpetuity but relative and limited perpetuity, namely perpetual duration throughout the entire state and kingdom of Judah, so that as long as this endured, the kingdom of David would endure in it.
1Mc	2:58	Elias, while he was zealous with the zeal of the law, killing all the prophets and priests of Baal and opposing himself to Achab, Jezabel, and the Baalites (3 Kings 18), was taken up into heaven, carried off thence in a fiery chariot (4 Kings 2).
1Mc	2:59	Ananias, Azarias, and Misael, believing in the true God and for this faith offering themselves to the flames, believing that God could rescue them from them, were saved from the flame (Dan. 3).
1Mc	2:60	Daniel in his simplicity, that is in his integrity, candor, and constancy in persisting in the worship of the one true God, was for that merit liberated from the mouth of the lions (Dan. 6).
1Mc	2:62	And from the words of a sinful man (the impious minister of Antiochus) be not afraid, since his glory is dung and worms, so that it may corrupt, putrefy, and stink, when shortly afterwards through God's vengeance all his glory is turned into ignominy and all his fame into infamy, as is clear to have happened to Antiochus in 2 Macc. 9.
1Mc	2:64	You therefore, my sons, be strengthened and act manfully in defending and championing the law, for in it you shall be glorious, both by fighting and conquering, and by dying gloriously for it, as all of them died for it, namely Judas, Jonathan, and Simon. For what is more glorious than to fight and die for the law, for the fatherland, for God? Mattathias encourages his sons to the fierce contests that were threatening them with Antiochus, and therefore sets before them the examples of the heroes of old, so that they might imitate them and attain a glory like theirs; for nothing so encourages one in difficult matters as the examples of ancestors. Hence Ovid (Trist. bk. 4): 'Fill the sad material with your virtues; glory travels by a steep and precipitous path. Who would have known Hector, if Troy had been fortunate? The public road of virtue runs through evils. Your art, Tiphys, lies idle if there are no waves on the sea; if men are well, your art, Phoebus, lies idle. Virtue, which lies hidden and is idle in good times and goes unrecognized, appears and is demonstrated by evils. Use the times whose gift you now enjoy, and a broad arena lies open for your praises.'
1Mc	2:65	And behold Simon your brother, I know that he is a man of counsel; hear him always, and he shall be a father to you, so that he may direct you by his counsels as a father directs his sons, and likewise that he may govern my house and family as a father. Hence Josippus son of Gorion and Annius of Viterbo think that Simon was the firstborn of Mattathias. But Josephus, the Seder Olam Minor, and the Hebrews report that Judas was the firstborn, whence he also succeeded his father in the leadership and High Priesthood; that the second-born was John; that the third was Jonathan; and that the fourth was Simon.
1Mc	2:66	And Judas Maccabaeus, mighty in strength from his youth, shall be the commander of your army. Hence it is clear that Judas not only in his father's old age, when he himself raised the standard shortly before his father's death against Antiochus, but also from his youth had performed illustrious deeds in war, relying on God's help, and therefore had inscribed on his banners: Maccabi, that is Mi camoka baelim Jehovah, meaning 'Who is like you among the mighty, O Lord?' and from this was surnamed Maccabaeus. For thus his dying father calls him here, and therefore appoints him leader of the war. See the notes in the Proem.
1Mc	2:70	And he died in the year 146, namely in the same year in which he set himself against Antiochus and undertook the leadership and High Priesthood. Some think he died from a wound received in battle, for since shortly before he had killed Apochem and the prefect of Antiochus, and had stirred up all the Jews by going about, and had gathered them into fortresses against Antiochus, and had done many similar things requiring great bodily as well as mental strength, he does not seem to have been able so quickly to fail in strength and die from old age, but rather to have received wounds from continuous battles and died therefrom, or at least to have died exhausted by incessant labors and excessive fatigue.
1Mc	3:32	He left Lysia with the other half of the army and the elephants, to invade, crush, and extirpate Judas and the Jews.
1Mc	3:33	And that he might rear Antiochus (surnamed Eupator) his son, a boy, in that manner and magnificence befitting the son of a king, and that, if anything should befall him as a mortal in Persia, he might substitute his son in the kingdom.
1Mc	3:38	And Lysias (viceroy of Antiochus Epiphanes) chose Ptolemy son of Doryminus (in Greek Dorymenes, prefect of Coele-Syria and Phoenicia, as is clear from 2 Maccabees 8:8) and Nicanor son of Patroclus. This is that Nicanor who, sent by Lysias against Judas and the Jews, presiding and as if certain of victory, arrogantly boasted that he would sell ninety Jews as slaves for one talent, 2 Maccabees 8:11. But he paid the penalty for his boasting, when, conquered by Judas, his head was cut off and publicly hung up for mockery. And Gorgias, most experienced in military affairs, as is said there, with sixty thousand infantry and seven thousand cavalry, as follows.
1Mc	3:40	And they went forth with all their force — in Greek dynamis, that is, with the power and strength of so many infantry and cavalry, together also with elephants.
1Mc	3:41	And the merchants heard the forces and threats of Nicanor against the Jews, and therefore came in crowds, so that they might buy the Jews, who were to be conquered by him as they supposed, as slaves at the cheapest price. Thus at the destruction of Jerusalem by Titus, eleven hundred thousand Jews were slain and ninety-seven thousand captured and sold at a cheap price, like the most worthless slaves, as Josephus narrates in the last book on the War.
1Mc	3:46	And they gathered together and came to Mizpah over against Jerusalem. This Mizpah therefore was situated on the border of the tribes of Benjamin and Judah, and thither the Jews were summoned for public assemblies and public prayer, as Samuel summoned the people there to renew the covenant of the people with God, 1 Kings 7:5. There was another Mizpah in the tribe of Gad, of which Judges 11:29; and another likewise in the tribe of Reuben, of which 1 Maccabees 5:35.
1Mc	3:47	And they fasted that day until evening and the rising of the evening star after the manner of the Jews, and they put on sackcloth, and placed ashes on their heads, and rent their garments. These were acts and signs of penitence, humility, and supplication, by which, distrusting themselves in the face of so great a number of enemies and danger, they most ardently implored the help of God, and therefore obtained it. Such also were the things which follow in verses 48, 49, 50.
1Mc	3:48	And they spread open the books of the Law, so that the books themselves might, as it were, cry out to the Lord with a silent voice concerning what they contained, and what they so often repeat, especially in the Psalms: Have mercy on us, O Lord, have mercy on us; and that they might move God by the display of his own books, lest he should permit them to be defiled, torn apart, and burned by the Gentiles. So Hezekiah, with Sennacherib pressing upon him, spread open the sacred books before God, that he might protect them together with his worship, 2 Kings 19.
1Mc	3:49	And they brought the priestly ornaments, namely the sacred vestments, such as the mitre, the breeches, the hyacinthine tunic, the Ephod, etc., as if to say: Do not permit, O Lord, these to be seized by the Gentiles, because they themselves will tear them, or clothe with them the priests of their idols; likewise they themselves will seize and devour your first-fruits and tithes, which therefore we now display before you. The Maccabees here show themselves to be concerned not for their own things but for God's, and to be moved by zeal for his religion and worship, so as to compel God, as it were, to bring aid not so much to his people as to himself and his religion and worship. Therefore this their earnest and sincere prayer was efficacious, and bent God to come to their aid. In like manner let us also pray, and likewise bend God.
1Mc	3:50	And they cried with a loud voice toward heaven, saying: What shall we do with these, and whither shall we lead them? — if Lysias captures us and takes possession of all Judea as well as Jerusalem and the temple for himself.
1Mc	4:1	Gorgias took five thousand men and a thousand chosen horsemen, and they moved camp by night,
1Mc	4:2	to fall upon the camp of the Jews and strike them suddenly; and the men from the citadel were their guides.
1Mc	4:3	And Judas heard of it, and rose up, he and the mighty men, to attack the force of the king's army that was at Emmaus.
1Mc	4:4	For the army was still dispersed from the camp.
1Mc	4:5	And Gorgias came into the camp of Judas by night, and found no one, and sought them in the mountains; for he said: These men flee from us.
1Mc	4:6	And when day was come, Judas appeared in the plain with three thousand men only, who had neither armor nor swords;
1Mc	4:7	and they saw the camp of the Gentiles strong, and men clad in coats of mail, and horsemen round about them, and these were trained to war.
1Mc	4:8	And Judas said to the men that were with him: Fear not their multitude, and be not afraid of their assault.
1Mc	4:9	Remember in what manner our fathers were saved in the Red Sea, when Pharaoh pursued them with a great army.
1Mc	4:10	And now let us cry to heaven, and the Lord will have mercy on us, and will remember the covenant of our fathers, and will destroy this army before our face this day.
1Mc	4:11	And all nations shall know that there is one who redeemeth and delivereth Israel.
1Mc	4:12	And the strangers lifted up their eyes, and saw them coming against them.
1Mc	4:13	And they went out of the camp to battle, and they that were with Judas sounded the trumpet.
