book	chapter	verse	latin_incipit	english_translation
Lv	0	15		31		The laws of legal impurity from bodily emissions (Lev. 15) are explained by Lapide as directed to two ends. Literally, they preserved bodily health and cleanliness in a hot climate. Allegorically, they signified the need to separate carnal concupiscence from the approach to God: "Thus shall ye keep the children of Israel separate from their uncleanness, that they die not in their uncleanness, when they defile my tabernacle" (Lev. 15:31). The tropological sense: approach to God in prayer requires freedom from carnal distraction and the prior cleansing of confession.
Lv	0	16		1		# GEM The chapter of the Day of Atonement opens with the death of Aaron's two sons as its occasion (Lev. 16:1), which God used to ordain the supreme rite of annual expiation. Lapide sets out the entire order: the High Priest on the tenth day of the seventh month enters the Holy of Holies once a year — bearing incense to veil his sight of the divine presence — offers his own bull for sin, sacrifices one of the two goats chosen by lot, sprinkles the blood seven times before the propitiatory, and sends the scapegoat laden with the sins of Israel into the desert. This was the most solemn act of the entire Levitical religion.
Lv	0	17		3		The prohibition against sacrificing outside the tabernacle (Lev. 17:3-5) was intended to prevent all sacrifice to demons (v. 7) and to keep worship centered in the one place where God was uniquely present. Lapide allegorically: the tabernacle is the Church, outside which no sacrifice, nor even martyrdom, is pleasing to God (Radulphus). This is a proof text for the Catholic doctrine that valid sacrifice and sacramental worship belong only to the visible Church founded by Christ.
Lv	0	18		2		# GEM The laws of sexual morality in Leviticus 18 open with God's declaration: "I am the Lord your God." Lapide insists this is the ultimate foundation of sexual ethics: the prohibitions rest not merely on natural reason or social order, but on the holiness of God who gave them. He documents from Theodoret (quaest. 24) and Jerome (lib. 2 contra Jovinianum) the extreme corruption of the nations — Persians, Egyptians, Indians, Ethiopians — who practised incest with mothers, daughters, and sisters without legal shame.
Lv	0	19		2		# GEM "Be ye holy, for I the Lord your God am holy" (Lev. 19:2). This is the foundation of all Christian moral theology. Lapide teaches that sanctity here means purity and cleanness from all uncleanness of flesh and spirit, from all sin and legal irregularity. The ground is the imitation of God: because God is holy, those who approach Him and are made in His image are called to holiness. St. Peter cites this text in 1 Peter 1:16 as the enduring imperative for Christians. It is not abrogated but elevated by the New Covenant, in which the Holy Ghost Himself is the principle of our sanctification.
Lv	0	20		2		The penalty of death by stoning for those who give their children to Moloch (Lev. 20:2) shows the gravity with which God regards the profanation of human life and the corruption of children. Lapide draws the analogy: just as Moloch demanded children pass through fire, so in modern times children are offered to demonic pleasure and worldliness by parents who neglect their spiritual formation. The punishment of God falls in this age too, in social dissolution and the loss of faith.
Lv	0	21		6		Priests must be holy because they offer the bread of God (Lev. 21:6). Lapide: this is the Mosaic basis of the clerical state's demand for special holiness. The bread of God offered by priests prefigures the Eucharist, which Catholic priests offer. Hence the Church requires of priests not merely legal purity but genuine personal holiness — in soul by charity and grace, in body by the law of celibacy — as Trent (sess. 23) confirms.
Lv	0	22		3		Any priest who approaches the holy things in a state of legal impurity is cut off from God's presence (Lev. 22:3). Lapide's tropological teaching: the priest who celebrates Mass in mortal sin approaches the most holy thing in a state of spiritual uncleanness far worse than any legal impurity. He is cut off not merely from legal participation but from the very grace of the sacrament, and brings judgment upon himself (1 Cor. 11:29). This is why the Church commands confession before Mass for a priest who has fallen into grave sin.
Lv	0	23		2		# GEM The sacred feasts of the Lord are introduced with the command: "These are my feasts" — Hebrew moadim, "stated feasts," assemblies at which the people were convoked to hear the Law and offer sacrifices. Lapide notes that the Church, following St. Sylvester's institution, calls all days "ferias" — holy days — because for Christians every day should be free from sin, and for ecclesiastical ministers every day should be dedicated to the divine cult. The seven feasts of God (Sabbath, Passover, Pentecost, Feast of Trumpets, Day of Atonement, Tabernacles, Solemn Assembly) correspond to the seven sacraments of the New Law.
Lv	0	24		2		The oil of the lamps in the tabernacle, which burned continually from evening to morning before the Lord (Lev. 24:2-4), is expounded by Lapide as a figure of the perpetual prayer and praise of the Church. The lamp never extinguished before the tabernacle figures the Blessed Sacrament reserved in Catholic churches, before which a lamp perpetually burns in honour of Christ present. He cites the perpetual praise of the angels and saints in heaven as the archetype of this earthly symbol.
Lv	0	25		2		The Sabbatical Year — letting the land rest every seventh year (Lev. 25:2-7) — figures the eschatological rest of God. Lapide: just as man must rest one day in seven, so the land must rest one year in seven. This teaches that all labour and agriculture are under the law of God's lordship, and that absolute ownership of the earth belongs to God alone: "the land shall not be sold for ever: for the land is mine" (Lev. 25:23). The Sabbatical rest is the figure of the contemplative life, and ultimately of eternal rest in God.
Lv	0	26		1		# GEM Chapter 26 opens with the prohibition of idols and the command to observe the Sabbath, before the great blessing-and-curse passage. Lapide: the connection is deliberate — idolatry and Sabbath-breaking are the two root causes of national ruin. All the subsequent blessings and curses flow from fidelity or infidelity to God's law. He notes that God promises 28 (or 29 or 30, according to various counts) specific blessings for obedience, and an equal number of curses for disobedience.
Lv	0	27		1		The law of vows and their commutation or redemption (Lev. 27) deals with the voluntary consecration of persons, animals, and property to God, and the fixed scale of their monetary redemption. Lapide: a vow, once made, is binding before God (Eccles. 5:3). The redemption prices given for persons of different ages and sexes (vv. 3-8) show the realistic and merciful character of the Mosaic law, which accommodated the poor with reduced prices. The commutation of vows requires priestly authority — a figure of the Church's power to dispense from vows under canon law.
