book	chapter	verse	latin_incipit	english_translation
1Kings	4	30		Solomon's wisdom exceeded that of Egypt and the East: Lapide notes Solomon surpassed not only Trismegistus, Orpheus, Homer, Plato, Solon, Lycurgus, and Aristotle — whose wisdom was acquired by study — but also Abraham, Moses, and David, since Solomon's was infused directly by God. Only Christ is excepted.
1Kings	5	5		Solomon prepares to build the Temple for the Name of the Lord: Lapide sees in this preparation the type of the Church's building. God wished Solomon to erect the Temple so that in one temple the unity of religion and of Judaism would be preserved, and the Jews would be utterly kept from the profane and high-place sacrifices of the Gentiles.
1Kings	6	1		The Temple begun in the 480th year from the Exodus: Lapide gives a careful chronological discussion. The Temple was begun in the 4th year of Solomon's reign and completed in the 11th year, taking 7 years and 7 months to build. He dates it to year 2933 of the world, 1017 years before the birth of Christ.
1Kings	6	2		Dimensions of the Temple — sixty cubits length, twenty breadth, thirty height: Lapide: Allegorically (following Angelomus), the length signifies the long-suffering of the Church, which patiently bears all adversity in the exile of her pilgrimage. The breadth signifies charity, which loves enemies as well as friends for God's sake. The height signifies hope of future retribution.
1Kings	6	4		The Temple windows oblique: Lapide: Allegorically, these oblique windows represent the holy Doctors, through whom God teaches and illumines the faithful — they admit wide light from a narrow opening, sending it far through the house, as the rays of the sun entering through a pyramid inverted.
1Kings	6	7		The Temple built in silence — no sound of hammer or axe: Lapide notes this miracle of construction: the stones were fitted in silence, signifying the spiritual Temple of souls fitted together without the noise of external coercion, by the interior work of grace.
1Kings	6	29		The walls carved with cherubim, palms, and various figures: Lapide: The entire Temple was a catechism in images — cherubim representing the angelic orders, palms the just, the vine the Church. The allegorical interpretation follows Bede, Eucherius, Angelomus, Rupertus, and Francis Ribera.
1Kings	6	38		The Temple completed in seven years: Lapide: "Allegorically, the Temple represents the Church Militant; anagogically, the Church Triumphant in heaven; tropologically, the holy soul which through faith in this life, and through sight in the next, contemplates God face to face, and is beatified by this contemplation."
1Kings	7	13		Hiram of Tyre, the master craftsman: Lapide notes that Hiram (born of a widow of Naphtali and a father from Tyre) is a type of Christ born of a widow-type Church, uniting in himself Gentile and Jewish craftmanship to build the spiritual Temple — the Church.
1Kings	8	2		Dedication in the month Ethanim, the seventh month: Lapide notes the dedication of the Temple signified allegorically the dedication of the Church; tropologically, the dedication of the holy soul — especially of the Blessed Virgin, whom Peter Damian compares to Solomon's Temple in his sermon for the Nativity.
1Kings	8	4		The Ark brought into the Temple — the Tabernacle of Moses also transferred: Lapide argues from Josephus, Ribera, Abulensis, Serarius, and Vilalpandus that both the Tabernacle of Moses from Gabaon and the Tabernacle of David from Sion were transferred into the Temple, so that no other place of divine worship would remain — a wise provision against superstition and idolatry.
1Kings	8	10		"A cloud filled the house of the Lord": God represented and simultaneously veiled His glory through the cloud. Lapide: "Darkness is the veil of the Deity, just as a sacrament is. For it signifies that God is invisible and inaccessible to men." The priests could not stand to minister before the cloud — overcome by the divine majesty.
1Kings	8	11		"For the glory of the Lord had filled the house of the Lord": Lapide: "The cloud is called 'glory of the Lord' because it was the sign and symbol of God's glory. It was therefore luminous and splendid — a luminous darkness, if it may be so said — light in form of a dark cloud."
1Kings	8	13		Solomon: "I have built thee a house to dwell in, a settled place for thy throne for ever": Lapide (following Cajetanus): The proper office of the Temple is not to provide God with a dwelling, but to provide men a direction of mind toward the eternal divine throne which is in the heavens. The Temple was built to direct men toward God who created heaven and earth and governs all.
1Kings	8	22		Solomon stands before the altar with hands extended to heaven: Lapide notes Solomon prayed standing with both knees bent and both hands extended, as an example to all who pray: "Let nobles and the glory-seeking note that Solomon, king of kings, prayed with both knees to the ground and both hands extended, and remained in this posture of supplication throughout his long prayer."
1Kings	8	27		"For heaven and the heaven of heavens cannot contain thee; how much less this house which I have built?": Lapide: God is immense, therefore He is everywhere and fills all things, and extends beyond all things through immeasurable spaces of void, wherein He could create thousands of millions of new worlds. Even pagan philosophers acknowledged this: Aratus wrote, "Jupiter is whatever you see; all things are full of Jove."
1Kings	8	30		"And hear thou in the place of thy dwelling in heaven; and when thou hearest, be merciful": Solomon's prayer covers seven cases of supplication — oath-adjuration, military defeat, drought, famine and pestilence, the prayers of foreigners, war abroad, captivity. Lapide notes this comprehensive intercession as the model of all priestly and kingly prayer.
1Kings	8	41		"Moreover the stranger who is not of thy people Israel": Lapide: Solomon's prayer explicitly includes the Gentiles who come to pray in the Temple, that God may hear them so "all peoples of the earth may learn to fear thy name." This is a type of the universal scope of the Church's intercession for all nations.
1Kings	8	54		Solomon rises from prayer — "for he had fixed both knees on the ground": Lapide applies this to all Christians: Solomon king of kings kneeled on both knees; those who pray on one knee, leaving the other raised as if to challenge God, should take note and be ashamed.
1Kings	9	3		God appears to Solomon a second time — "I have heard thy prayer": Lapide: This second appearance confirms the divine promise — God's name will be in the Temple forever. But conditional on obedience: if Solomon walks in God's ways the kingdom is secure; if not, the Temple itself will become a byword and a hissing among the nations.
1Kings	10	1		"And the queen of Saba, having heard of the fame of Solomon in the name of the Lord, came to try him with hard questions": Lapide discusses at length whether the Queen came from Arabia or Ethiopia. He follows the majority of Fathers (Josephus, Origen, Augustine, Ambrose, Gregory, Basil, etc.) in holding she came from Ethiopia. She is the "queen of the South" who came from the ends of the earth.
1Kings	10	1		Queen of Saba — allegorical sense: Lapide: "Allegorically, just as the queen of Saba came from Ethiopia to Solomon to learn wisdom, so the Church from the Gentiles came to Christ to draw the knowledge of salvation." Christ himself says: "The queen of the South shall rise in judgment against this generation...and behold, a greater than Solomon is here." (Matt. 12:42)
1Kings	10	5		"She had no longer any spirit in her" — overwhelmed by Solomon's wisdom: Lapide: Allegorically (S. Gregory on Psalm vi): "The Church of the elect, gathered from the Gentiles, having come to know the grace of Christ and having found the masters of evangelical doctrine, laying aside the proud spirit and all the arrogance of elation, learned to distrust herself and to hope greatly in the mercy of her King."
1Kings	10	8		"Blessed are thy men and blessed are thy servants who stand before thee always": Lapide: "This is more truly verified in Christ, the antitype of Solomon, as He Himself teaches (Luke xi:31). Anagogically, this will be most perfectly true in heaven, where we shall see the God of gods in Sion and shall have no more spirit from sheer wonder at the glory which eye hath not seen, nor ear heard, nor hath it entered into the heart of man."
1Kings	10	23		"King Solomon exceeded all the kings of the earth in riches and wisdom": Lapide: The entire earth desired to see the face of Solomon, to hear the wisdom which God had placed in his heart. He is the supreme type of Christ: as all peoples came to Solomon to hear wisdom, so all nations come to Christ, the Wisdom of God incarnate.
1Kings	11	1		Solomon's fall through foreign wives: Lapide (citing Augustine, Aquinas, Jerome): Solomon did not fall into actual belief in idols, but yielded to the love of his wives, performing external worship to please them. Augustine: "It was not that he believed there was any benefit in the worship of idols, but he could not resist the deadly delights of the women he madly loved." Learn here how dangerous it is to marry unbelievers or heretics.
1Kings	11	4		"His wives turned away his heart": Lapide's moral: "Learn here how much we must beware of women. The love of them is invincible and extorts anything, however precious or however wicked, from those who love them. Flee from them, for you are not wiser than Solomon, nor stronger than Samson, nor holier than David — all of whom fell through women."
1Kings	11	11		God tears the kingdom from Solomon's hand: Lapide: "Miserable was this fall of Solomon, the wisest and holiest of men, by which he fell into six great crimes." He lists them: marrying the alien idolatresses; marrying too many; permitting them to worship their idols; worshipping those idols himself; drawing many Hebrews to idolatry by his example; imposing immense tribute on the people to maintain the royal women.
1Kings	11	41		"The rest of the words of Solomon, and all that he did, and his wisdom — are they not written in the book of the words of the days of Solomon?": Lapide quotes Josephus's epitaph: "Solomon died, the most fortunate, most opulent, and most prudent of all kings, excepting the sin into which he was drawn by women in his old age." He had proclaimed "Vanity of vanities" — and yet the vanity of women's beauty finally besotted him.
1Kings	12	16		Israel's revolt against Roboam — "What portion have we in David?": Lapide: Here begins the great schism of the ten tribes. The cause was Roboam's foolish rejection of wise counsel in favour of rash youth. Lapide draws the lesson: wise princes must listen to experienced counsellors; pride and folly in rulers destroy kingdoms.
1Kings	12	28		Jeroboam erects the golden calves: "Behold thy gods, O Israel, who brought thee out of the land of Egypt": Lapide: Jeroboam, fearing that if the people went up to Jerusalem to the Temple they would return to Roboam, made this schism of religion to support his political schism. The Donatists did the same — setting bishop against bishop, altar against altar, as Augustine noted.
1Kings	12	33		Jeroboam's false priesthood: "Whosoever would, he filled his hand and made himself priest of the high places": Lapide notes the contrast with the true Aaronite priesthood — Jeroboam expelled the Levites and ordained any volunteer. This is the type of heretical and schismatic sects who invent their own priesthood without apostolic succession.
1Kings	13	2		Prophecy against Jeroboam's altar — "Josias by name shall be born": Lapide: This prophecy, given 300 years before Josias' birth, and naming him by name, is one of the most remarkable in all Scripture — comparable to Isaias naming Cyrus two hundred years before him. Such precision of prophetic naming demonstrates the divine origin of biblical prophecy.
1Kings	14	6		Ahijah the prophet recognizes Jeroboam's wife: Lapide notes that Ahijah, though blind with extreme old age, recognized her by a divine interior light, as the Lord had foretold her coming. This is the prophetic charism by which God instructs His servants even when bodily senses fail.
1Kings	15	14		Asa's heart was perfect with the Lord: Lapide: "Perfect" means in faith and in the worship of the one true God and in rooting out idolatry. In many other things Asa sinned — as when sick he trusted in physicians rather than in God, and when afraid he sent the treasure of the Temple to Ben-hadad. True imperfection does not destroy true faith.
1Kings	16	32		Ahab serves Baal: Lapide identifies "Baal" as the name given to Nemrod, founder of idolatry, about 300 years after the Flood. From him all other false gods of the nations received the name Baal. Ahab added the Baal of the Sidonians to the golden calves of Jeroboam, encouraged by his wife Jezebel, daughter of the Baal-priest Ethbaal, king of Sidon.
1Kings	17	1		Elijah the Tishbite announces the drought: Lapide (quoting S. Bernard's letter): Elijah was "the form of justice, the mirror of holiness, the example of piety, the asserter of truth, the defender of faith, the teacher of Israel, the master of the ignorant, the refuge of the oppressed, the advocate of the poor, the judge of widows, the rod of the powerful, the hammer of tyrants, the father of kings, the salt of the earth, the light of the world, the prophet of the Most High, the forerunner of Christ."
1Kings	17	1		"As the Lord God of Israel liveth, before whom I stand, there shall not be dew nor rain these years but according to the word of my mouth": Lapide: Elijah having first admonished Ahab to abandon Baal, and finding him deaf, moved from words to blows, and struck the whole land with sterility, that Ahab and the idolaters might learn it is not Baal but the true God who gives rain and harvest.
1Kings	17	6		"And the ravens brought him bread and flesh in the morning, likewise bread and flesh in the evening": Lapide: God used a voracious and inhuman bird to feed Elijah, to show that He commands all animals and can change their nature. The Angels prepared these loaves and meats — hence they were better and more nourishing than ordinary food. S. Basil: "The ravens, forgetful of their own nature, in bringing bread and meat to the holy man were ministers of the Lord's command."
1Kings	17	9		"Arise, and go to Sarepta of the Sidonians": Lapide: God commands Elijah to leave the borders of Israel and go into the territory of the Sidonians, to dwell there safely and quietly under a Gentile king. Allegorically (S. Augustine), Elijah signifies Christ who, persecuted by the Jews, transferred His Gospel to the Gentiles — as Christ himself explained (Luke iv:25-26).
1Kings	17	12		The widow of Sarepta: "I have not bread, but a handful of meal in a pot and a little oil in a cruse": Lapide: She was a Gentile woman, but religious and devout. Her faith, obedience, and generosity in giving her last handful of meal to the prophet who had brought the famine were heroic. Eucherius: "Great was the soul of the woman, great her unchanged purpose of mind, great and truly venerable her deed through the ages!"
1Kings	17	14		"Thus saith the Lord God of Israel: The pot of meal shall not waste, nor the cruse of oil be diminished, until the day wherein the Lord will give rain upon the face of the earth": Lapide: The flour was multiplied not by rarefaction but by continual addition of new flour and oil from divine power. This is the reward of the widow's faith, obedience, and almsgiving — she gave her last means of subsistence to Elijah.
1Kings	17	14		Eucharistic typology of the oil and flour: Lapide (citing Lanfranc, Algerus, Rupertus, and others writing against Berengar): "The pot of flour signifies the bread of the Eucharist, which is daily eaten by the faithful and yet is never consumed or fails." The miracle of the inexhaustible flour and oil is a figure of the inexhaustible Body of Christ in the Blessed Sacrament.
1Kings	17	16		"The pot of meal wasted not, and the cruse of oil was not diminished, according to the word of the Lord": S. Prosper: "Thus the soul lends to God; thus while she gives in necessity she provides for herself unto salvation." S. Eucherius: "The hand of the widow became a perpetual winepress and a mill ever pouring forth. In the word of the prophet, the whole house of the widow became the storehouse of the pious."
1Kings	17	19		The son of the widow dies and is raised by Elijah: Lapide: "God permitted or sent this illness so that, the boy being raised by Elijah, the faith and virtue of Elijah might shine forth before Ahab and the Baalites." The first resurrection from death since the creation of the world. Traditional opinion holds this boy to have been the prophet Jonah — a tradition Lapide notes but disputes.
1Kings	17	21		Elijah stretches himself upon the child three times: Lapide gives five reasons — ethical (showing his great love), physical (warming the dead body to dispose it for the soul), symbolic (showing how arduous it is to raise the dead), theological (commending the body through the contact of his holy flesh), and tropological (showing the apostolic man must conform himself to sinners he would convert, as Paul: "I became all things to all men").
1Kings	18	1		Elijah shows himself to Ahab in the third year of the drought: Lapide: "Just as when Pharaoh oppressed the faithful Hebrews God raised up Moses to oppose him, so against the idolatry of Jeroboam He set up Ahijah the prophet; against Manasses, Isaiah; against Antiochus, the Maccabees — so against the universal Arian heresy He set up Athanasius; against the Pelagians, Augustine; against the Lutherans and Calvinists, Ignatius and like men."
1Kings	18	4		Abdias hides a hundred prophets in caves: Lapide identifies these prophets with men of religion who, having given up worldly cares, lived together and devoted themselves to the divine praises — just as coenobites do today. The choir of prophets in Samuel's time praised God with vocal chant and musical instruments. These hidden prophets are martyrs-in-waiting, and Jezebel is the type of persecution.
1Kings	18	19		Elijah: "Gather unto me all Israel unto mount Carmel, and the prophets of Baal four hundred and fifty": Lapide: In all there were 850 false prophets — antistites, teachers and authors of idolatry and heresy, whom Elijah (partly by himself, partly through the people) put to death. They were blasphemers against God, whom Moses' law commanded to be put to death.
1Kings	18	21		"How long do you halt between two sides? If the Lord be God, follow him: but if Baal, then follow him": Lapide: This is the great question of the spiritual life — one cannot serve two masters. The people answered not a word, for their conscience convicted them. Elijah's boldness in confronting the king and 850 false prophets alone is a model of prophetic courage.
1Kings	18	24		"The God that shall answer by fire, let him be God": Lapide: God frequently appeared in fire and consumed sacrifices through fire from heaven — at the sacrifice of Abel, Aaron, Solomon, David, Gideon, Manoah, and others. Fire represents the majesty of God: "The Lord thy God is a consuming fire" (Deut. iv:24). The Holy Ghost descended in fire at Pentecost for the same reason.
1Kings	18	32		Elijah pours twelve pitchers of water on the sacrifice: Lapide (quoting S. Chrysostom): Elijah did this so no one could suspect him of having hidden fire beneath the altar, as pagan priests were known to do through secret holes to ignite their sacrifices. The water overflowing proves the fire that comes cannot be earthly — it must be from heaven.
1Kings	18	38		"And the fire of the Lord fell and consumed the holocaust": Lapide: Josephus records that the mark left by this divine fire endured until his own time. This miracle — fire consuming not only the victim and the wood but the stones, dust, and water — surpasses all natural explanation and compels the acknowledgment: "The Lord he is God."
1Kings	18	39		"And when all the people saw this, they fell on their faces, and they said: The Lord he is God, the Lord he is God": Lapide: The Hebrew is "Jehova himself is Elohim, Jehova himself is Elohim." This cry of the people is also the etymology of Elijah's very name: El (= Elohim) + ia (= Jehova) + hu (= himself) = "God, the Lord, is he." The very name of Elijah was a prophetic proclamation of this truth.
1Kings	18	40		"Take the prophets of Baal, and let not one of them escape": Lapide: Elijah commanded them to be killed — all 850 — because they were antistites, teachers, and authors of idolatry, and blasphemers of God, whom the Law of Moses commanded to be put to death. He cites S. Basil: "He who uses anger rightly is not condemned by the Lord — Phinehas, Moses, Samuel, and Elijah all used just anger as the minister of good actions."
1Kings	18	44		The cloud like a man's footstep rising from the sea: Lapide (S. Augustine, serm. 201): "The cloud like a footstep of a man figured the flesh of Christ, which was to be born in the sea of this world. As Elijah prayed after three years and six months the rain came from heaven — so in the Advent of the Saviour in the three and a half years of His preaching, the rain of the Word of God irrigated the whole world."
1Kings	18	46		"And the hand of the Lord was upon Elijah, and he girded up his loins and ran before Ahab": Lapide: God gave Elijah strength and agility to run before the king's chariot, though he was fasting and exhausted from the long contest with the Baalites. He ran to show that the rain was given through his prayers; and also to render the ceremonial honour of a royal escort to King Ahab.
1Kings	19	4		Elijah under the juniper tree: Lapide: "Appropriately did Elijah rest under the shade of the juniper, for the berries of the juniper, burning like pepper, represent the ardour and zeal of Elijah — but this must be tempered by the shade of patience and humility; for the juniper, being small, gives a small and humble shade."
1Kings	19	5		The Angel touches Elijah: "Arise and eat": Lapide: "The Angels have singular care for hermits, such as Elijah was, since they have abandoned all things and are abandoned by all things. The food prepared by an Angel was therefore better and more nourishing than ordinary food." God sends His minister even to the despairing prophet — not with reproach, but with food and rest.
1Kings	19	8		Elijah walks forty days on the strength of that food to Mount Horeb: Lapide: "Note that Elijah fasted forty days, as Moses also did, and afterwards Christ — and in imitation of both, the Church instituted the fast of Lent." The bread of the Angel is a type of the Eucharist, by whose power through the forty days (= our whole life, a time of fast and penance) we walk toward the mountain of God.
1Kings	19	11		"And behold the Lord passeth, and a great and strong wind before the Lord... and after the wind an earthquake... and after the earthquake a fire... and after the fire a still small voice": Lapide: God shows Elijah that wind, earthquake, and fire — all instruments of divine power — are not the ordinary and proper mode of His providence. The still small voice (Hebrew: "voice of thin air") is the symbol of God's patience, clemency, and longaninity.
1Kings	19	12		"And after the fire a still small voice": Lapide: The lenis spiritus (gentle breath) is simultaneously subtle and sharp — God works "strongly and sweetly." He wished to moderate Elijah's zeal of vengeance, not to destroy it — but to direct it so that it might proceed from gentleness and love of justice, not from anger and disturbance of soul. God teaches the apostolic man to be patient as well as zealous.
1Kings	19	13		Elijah covers his face with his mantle and stands at the door of the cave: Lapide (S. Gregory II in Ezech.): "He who stands at the door of the cave and hears the words of God speaking to him must veil his face — for the more we are raised by grace toward higher things to be understood, the more always we must press ourselves down through humility, lest we strive to know more than it is fitting to know."
1Kings	19	18		"And I will leave me seven thousand in Israel whose knees have not been bowed before Baal": Lapide: This consolation to Elijah — that he is not alone — becomes the text of Paul's argument in Romans xi about the remnant of Israel. There are always more faithful than the prophet in his desolation perceives. The zeal of the solitary prophet must be tempered by trust in God's hidden providential preservation of His remnant.
1Kings	19	19		Elijah casts his mantle upon Elisha: Lapide: By this symbolic act Elijah transfers his spirit and prophetic office to Elisha — as a master clothes his disciple in his own authority and way of life. Elisha asks to bid farewell to his parents; Elijah's response is enigmatic but gracious. Elisha then burns his plough, feeds the people from the oxen, and follows Elijah without return.
1Kings	20	13		A prophet promises Ahab victory over Ben-hadad: Lapide: Even the wicked Ahab receives divine assistance when he acts rightly, for God vindicates his own honour against Ben-hadad's blasphemy. The victory is entirely God's — "You shall know that I am the Lord." Divine mercy even to sinners is conditioned on their at least external compliance with God's word through the prophet.
1Kings	21	1		Naboth's vineyard: Lapide quotes S. Ambrose's treatise De Nabuthe at length: "O rich man, you do not know how poor you are, how indigent you appear to yourself, who call yourself rich! The more you have, the more you need: and however much you acquire, you still lack. Avarice is inflamed by gain, not extinguished."
1Kings	21	3		Naboth: "The Lord be merciful to me and not give thee the inheritance of my fathers": Lapide: S. Ambrose: "The inheritance given to me by my parents is to be preserved, not as mine alone, but as theirs — for a son owes this reverence to his parents: to guard their goods and transmit them to posterity." Tropologically: "The vineyard is the soul, which is our entire inheritance; beware lest you sell it cheaply for pleasure or honour to the devil."
1Kings	21	7		Jezebel to Ahab: "Arise and be of good cheer, I will give thee the vineyard of Naboth the Jezrahelite": Lapide: "Jezebel was more impious than her impious husband, more avaricious than the avaricious, more cruel than the cruel, more rapacious than the rapacious. She was the torch and incendiary of idolatry and all evils in Israel, like a fury of hell, as appears from verse 25."
1Kings	21	13		Naboth stoned on false accusation: Lapide draws the parallel between Naboth and S. John Chrysostom: "In a similar manner Eudoxia, wife of the Emperor Arcadius, coveting the vineyard of the widow Callitropé, drove S. Chrysostom (who argued the widow's cause) into exile, and through a thousand trials — hunger, thirst, soldiers tormenting him — brought him to death. So that S. Chrysostom is not merely Confessor but Martyr."
1Kings	21	13		Allegorical sense: Lapide: "Allegorically, Naboth was a type of Christ, who was accused of blasphemy by false witnesses — on the charge that He called Himself the Son of God — and was therefore slain." The voice of the Scribes is in Matthew xxi:38: "This is the heir; come, let us kill him, and we shall have his inheritance." The dogs (= Gentiles) who licked Naboth's blood figure the Romans under Titus who avenged Christ's death.
1Kings	21	20		Elijah to Ahab: "Thou hast sold thyself to do evil in the sight of the Lord": Lapide: "Thou, O Ahab, art truly not a king nor an Israelite (i.e. a free man of noble condition), but a slave of Baal and Jezebel; for you have totally given yourself and enslaved yourself to them, to obey them in everything." Note the boldness of Elijah: he says to the king's face that he is the slave of sin.
1Kings	21	27		Ahab rent his garments and did penance in sackcloth: Lapide discusses whether this was true contrition or servile attrition. He concludes with the most probable view: it was true attrition (sorrow from fear of punishment), but did not rise to contrition formed by charity (sorrow from love of God). Hence God remitted the temporal punishment but deferred it to Ahab's son, without justifying Ahab himself.
1Kings	22	14		Micheas son of Jemla: "As the Lord liveth, whatsoever the Lord shall say to me, that will I speak": Lapide: Here is the perfect model of the true prophet — fearless, faithful to God's word alone, willing to suffer imprisonment and the bread and water of tribulation rather than prophesy pleasant falsehoods to a king who prefers sycophancy. Contrast the 400 false prophets who unanimously promise victory.
1Kings	22	19		Micheas' vision — "I saw the Lord sitting on his throne, and all the host of heaven standing by him on the right hand and on the left": Lapide: This was an imaginary prophetic vision, not a literal council of God with angels and demons. By it God shows Ahab that he is being deceived by his false prophets, and that this deception is permitted by God as a just punishment for his impiety.
1Kings	22	22		The spirit of lying in the mouth of the false prophets: Lapide (S. Gregory II Moral.): "It is not right to believe that a good spirit was willing to serve falsehood... but because Ahab from his preceding sins was worthy to be condemned by such deception, permitting license was given to the malignant spirits, that those whom they had strangled willingly in the snare of sin, they might now draw unwillingly to the punishment of sin."
1Kings	22	34		"A certain man bent his bow strongly shooting at a venture, and chanced to strike the king of Israel between the lungs and the stomach": Lapide: "This was accidental with respect to the Syrian soldier, but not with respect to God, who through His Angels directed the arrow so that it would strike no one but the impious Ahab." He draws the parallel with Julian the Apostate, who likewise perished by what appeared a random blow in battle.
1Kings	22	38		"And the dogs licked his blood...according to the word of the Lord": The prophecy of Elijah exactly fulfilled. Lapide: "At the last hour the blood of Ahab was licked by dogs in Samaria — but the prophecy was more completely fulfilled in the killing of his son Joram, whose body Jehu commanded thrown into the field of Naboth, that this prophecy might be fulfilled (IV Kings ix:25-26)."
